text,sentiment
when the plot kicks in the film loses credibility,negative
credibility sinks into a mire of sentiment,negative
the movie takes itself too seriously and as a result it makes for only intermittent fun,negative
davis has a bright chipper style that keeps things moving while never quite managing to connect her wishfulfilling characters to the human race,negative
doesnt amount to much of anything,negative
bullocks complete lack of focus and ability quickly derails the film,negative
so stupid so illconceived so badly drawn it created whole new levels of ugly,negative
the truth is that the truth about charlie gets increasingly tiresome,negative
enduring love but exhausting cinema,negative
some of seagals action pictures are guilty pleasures but this one is so formulaic that it seems to be on autopilot,negative
a ponderous meditation on love that feels significantly longer than its relatively scant 97 minutes,negative
a longwinded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been,negative
a little too pat for its own good,negative
there are films that try the patience of even the most cinemabesotted critic and this was one of them,negative
watching trouble every day at least if you dont know whats coming is like biting into what looks like a juicy delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms,negative
wellintentioned though it may be its soapopera morality tales have the antiseptic preprogrammed feel of an afterschool special,negative
what would jesus do if he was a film director hed create a movie better than this,negative
when a set of preshooting guidelines a director came up with for his actors turns out to be cleverer better written and of considerable more interest than the finished film thats a bad sign a very bad sign,negative
its a deeply serious movie that cares passionately about its subject but too often becomes ponderous in its teaching of history or lost in the intricate connections and multiple timelines of its story,negative
cant kick about the assembled talent and the russos show genuine promise as comic filmmakers still this thing feels flimsy and ephemeral,negative
diane lane shines in unfaithful almost everything else is wan,negative
im afraid you wont get through this frankly fantastical bythenumbers bflick with just a suspension of disbelief rather youll have to wrestle disbelief to the ground and then apply the chloroformsoaked handkerchief,negative
so relentlessly wholesome it made me want to swipe something,negative
the title helpfully offers the most succinct review of it youll read anywhere,negative
the makers of divine secrets of the yaya sisterhood should offer a free ticket second prize of course two free tickets to anyone who can locate a genuinely honest moment in their movie,negative
god help the poor woman if attal is this insecure in real life his fictional yvans neuroses are aggravating enough to exhaust the patience of even the most understanding spouse,negative
lets cut to the consumeradvice bottom line stay home,negative
undercover brother doesnt go far enough its just a silly black genre spoof,negative
the films implicit premise is that the faith of the tonga people is in every way inferior to that of john,negative
rates an e for effort and a b for boring,negative
youve already seen heartbreak if youve watched the far superior nurse betty or sunset boulevard even the unwatchable soapdish is more original,negative
plays like one of those conversations that comic book guy on the simpsons has,negative
a journey thats too random and inconclusive to be compelling but which hoffmans brilliance almost makes worth taking,negative
the movie bounces all over the map,negative
but buying into sham truths and routine indie filmmaking freundlich has made just another safe movie its not horrible just horribly mediocre,negative
not always too whimsical for its own good but enough to do harm this strange hybrid of crime thriller quirky character study thirdrate romance and female empowerment fantasy never really finds the tonal or thematic glue it needs,negative
juwanna mann no thanks wewannour money back actually,negative
its a sometimes interesting remake that doesnt compare to the brilliant original,negative
youre too conscious of the effort it takes to be this spontaneous,negative
salaciously simplistic,negative
feel bad for king whos honestly trying and schwartzman whos shot himself in the foot,negative
some actors steal scenes tom green just gives them a bad odor this selfinfatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard but hes the most obvious one,negative
sometimes fond memories should stay in the past a lesson this film teaches all too well,negative
the enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized,negative
shallow,negative
begins as a promising meditation on one of americas most durable obsessions but winds up as a slender cinematic stunt,negative
a monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it,negative
proof that a thriller can be sleekly shot expertly cast paced with crisp professionalism and still be a letdown if its twists and turns hold no more surprise than yesterdays weather report,negative
the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then out of embarrassment or stupidity not warning anyone,negative
theres not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in point pleasant,negative
in the second half of the film freis control loosens in direct proportion to the amount of screen time he gives nachtwey for selfanalysis,negative
director barry skolnick and his screenwriters glibly tick off every point of the longest yard playbook like a checklist,negative
the furious coherence that deniro brings to this part only underscores the fuzzy sentimentality of the movie itself which feels as it plods toward the end less like a movie than like the filmed reading of a script in need of polishing,negative
oh its extreme all right extremely dumb extremely confusing extremely boring,negative
we never really feel involved with the story as all of its ideas remain just that abstract ideas,negative
for a shootemup ballistic is oddly lifeless,negative
one minute you think youre watching a serious actioner the next its as though clips from the pink panther strikes again sailor moon have been spliced in,negative
what happened with pluto nash how did it ever get made,negative
we may never think of band camp as a geeky or nerdy thing again,negative
opens as promising as any film youll ever see and dissolves into a routine courtroom drama better suited for a movie titled glory a soldiers story,negative
the result is solemn and horrifying yet strangely detached,negative
these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds but they fall short of being interesting or entertaining,negative
a lessthanthrilling thriller,negative
a long slog for anyone but the most committed pokemon fan,negative
matthew mcconaughey tries and fails to control the screen with swaggering machismo and overthetop lunacy,negative
how on earth or anywhere else did director ron underwood manage to blow 100 million on this,negative
everyone connected to this movie seems to be part of an insider clique which tends to breed formulaic films rather than fresh ones,negative
with a story inspired by the tumultuous surroundings of los angeles where feelings of marginalization loom for every dreamer with a burst bubble the dogwalker has a few characters and ideas but it never manages to put them on the same path,negative
its lack of quality earns it a place alongside those other two recent dumas botchjobs the man in the iron mask and the musketeer,negative
a benign but forgettable scifi diversion,negative
the plot grinds on with yawnprovoking dullness,negative
its never a good sign when a films star spends the entirety of the film in a coma its a worse sign when you begin to envy her condition,negative
it doesnt help that the director and cinematographer stephen kazmierski shoot on grungy video giving the whole thing a dirty tasteless feel,negative
desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats,negative
this films relationship to actual tension is the same as what christmastree flocking in a spray can is to actual snow a poor if durable imitation,negative
john mctiernans botched remake may be subtler than norman jewisons 1975 ultraviolent futuristic corporatesports saga its also stupider,negative
director dirk shafer and cowriter greg hinton ride the dubious divide where gay porn reaches for serious drama,negative
borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,negative
as the characters get more depressed the story gets more tiresome especially as it continues to mount a conspicuous effort to be profound,negative
the acting by the over25s lacks spark with csokas particularly unconnected,negative
though howard demonstrates a great eye as a director this southern gothic drama is sadly a tough sit with an undeveloped narrative and enough flashbacks and heavyhanded metaphors to choke a horse or at least slow him down to a canter,negative
falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that arent funny,negative
the fight scenes are fun but it grows tedious,negative
anyone who can count to five the films target market can see where this dumbeddown concoction is going,negative
all this turns out to be neither funny nor provocative only dull,negative
demmes loose approach kills the suspense,negative
this idea has lost its originality and neither star appears very excited at rehashing what was basically a onejoke picture,negative
plays in broad outline as pandering middleage buddycomedy,negative
the film is itself a sort of cinematic high crime one that brings military courtroom dramas down very very low,negative
nothing more than a mediocre trifle,negative
a turgid little history lesson humourless and dull,negative
too silly to be frightening too stolid to be funny it projects the same lazy affability as its nominal star david arquette,negative
if kaufman kept cameron diaz a prisoner in a cage with her ape in his latest hed have them mate,negative
trivial where it should be profound and hypercliched where it should be sincere,negative
it would be hard to think of a recent movie that has worked this hard to achieve this little fun,negative
theology aside why put someone who ultimately doesnt learn at the center of a kids story,negative
all that powerpuff girls charm is present in the movie but its spread too thin,negative
sometimes smart but more often sophomoric,negative
the illconceived modernday ending falls flat where it should deliver a moral punch,negative
collateral damage is despite its alleged provocation post911 an antique in the end as are its star its attitude and its obliviousness,negative
dawdles and drags when it should pop it doesnt even have the virtue of enough mindless violence to break up the tedium of all its generational bonding,negative
its savetheplanet message clashes with its crass marketing,negative
a great idea becomes a notgreat movie,negative
watching this film nearly provoked me to take my own life and if the hours wins best picture i just might,negative
by the end i was looking for something hard with which to bludgeon myself unconscious,negative
not a movie but a liveaction agitprop cartoon so shameless and coarse its almost funny,negative
feels like six different movies fighting each other for attention,negative
life is a crock or something like it,negative
made by jackasses for jackasses,negative
despite a powerful portrayal by binoche its a period romance that suffers from an overly deliberate pace and uneven narrative momentum,negative
the picture is a primer on what happens when lack of knowhow mixes with lack of giveadamn,negative
bartleby is a onejoke movie and a bad joke at that,negative
disjointed parody,negative
given that both movies expect us to root for convicted violent felons over those assigned to protect us from same we need every bit of sympathy the cons can muster this time there isnt much,negative
a bravura exercise in emptiness,negative
philip k dick must be turning in his grave along with my stomach,negative
despite the premise of a good story it wastes all its star power on cliched or meaningless roles,negative
all prints of this film should be sent to and buried on pluto,negative
not only does the movie fail to make us part of its reality it fails the most basic relevancy test as well,negative
first good then bothersome excellent acting and direction,negative
this goofy gangster yarn never really elevates itself from being yet another earnestly generic crimebusting comic vehicle a wellintentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,negative
its difficult to say whether the tuxedo is more boring or embarrassingim prepared to call it a draw,negative
even as lame horror flicks go this is lame,negative
so routine familiar and predictable it raises the possibility that it wrote itself as a newly automated final draft computer program,negative
sunshine state lacks the kind of dynamic that limbo offers and in some ways is a rather indulgent piece,negative
even legends like alfred hitchcock and john huston occasionally directed trifles so its no surprise to see a worldclass filmmaker like zhang yimou behind the camera for a yarn thats ultimately rather inconsequential,negative
a longwinded predictable scenario,negative
too close to phantom menace for comfort,negative
silly humbuggery,negative
although trying to balance selfreferential humor and a normal ol slasher plot seemed like a decent endeavor the result doesnt fully satisfy either the diehard jason fans or those who can take a good joke,negative
too clunky and too busy ribbing itself to be truly entertaining,negative
this movie is about lying cheating but loving the friends you betray,negative
it smacks of purely commercial motivation with no great love for the original,negative
melanie eventually slugs the yankee too bad the former murphy brown doesnt pop reese back,negative
at the bottom rung of the series entries,negative
a real clunker a wellmade thoughtful wellacted clunker but a clunker nonetheless,negative
a dreary ripoff of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans,negative
the picture scored by a perversely cheerful marcus miller banjo abomination is a monument to bad in all its florid variety,negative
good for a few unintentional laughs extreme ops was obviously made for the xxx crowd people who enjoy mindless action without the benefit of decent acting writing and direction,negative
a big baggy sprawling carnival of a movie stretching out before us with little rhyme or reason,negative
a frustrating combination of strained humor and heavyhanded sentimentality,negative
lawrence preaches strictly to the converted,negative
as written by michael berg and michael j wilson from a story by wilson this relentless allwiseguysallthetime approach tries way too hard and gets tiring in no time at all,negative
will probably stay in the shadow of its two older more accessible qatsi siblings,negative
just when the movie seems confident enough to handle subtlety it dives into soapy bathos,negative
choppy editing and too many repetitive scenes spoil what could have been an important documentary about standup comedy,negative
the film falls back on the same old formula of teen sex outrageous pranks and scenes designed to push the envelope of bad taste for laughs,negative
the only thing in pauline and paulette that you havent seen before is a scene featuring a football fieldsized oriental rug crafted out of millions of vibrant flowers,negative
if youre looking for comedy to be served up better look elsewhere,negative
it virtually defines a comedy thats strongly mediocre with funny bits surfacing every once in a while,negative
an instant candidate for worst movie of the year,negative
despite its title amys orgasm is not a porno though it is as tedious as one,negative
like a tonedeaf singer at a benefit concert john q is a bad movie appearing on behalf of a good cause,negative
adam sandler is to gary cooper what a gnat is to a racehorse,negative
what kids will discover is a new collectible what parents will suspect is that theyre watching a 76minute commercial,negative
beers who when shes given the right lines can charm the paint off the wall but the script goes wrong at several key junctures,negative
without september 11 collateral damage would have been just another bad movie now its a bad embarrassing movie,negative
drags along in a dazed and enervated drenchedinthe past numbness,negative
theres a disturbing great white hope undertone to the other side of heaven that subtly undermines its message of christian love and compassion,negative
unless you are in dire need of a diesel fix there is no real reason to see it wait for video and then dont rent it,negative
the attempt is courageous even if the result is wildly uneven,negative
theres something fundamental missing from this story something or someone to care about,negative
too much of this wellacted but dangerously slow thriller feels like a preamble to a bigger more complicated story one that never materializes,negative
when a film is created solely because its a marketable product soulless and ugly movies like this are the result let your silly childhood nostalgia slumber unmolested,negative
unfortunately heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit,negative
the more kevin costner rests on his prettyboy laurels the public is regrettably going to have tepid films like dragonfly tossed at them,negative
its difficult to get beyond the overall blandness of american chai despite its likable performances and refreshingly naive point of view,negative
the latest installment in the pokemon canon pokemon 4ever is surprising less moldy and trite than the last two likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace,negative
taken purely as an exercise in style this oppressively gloomy technohorror clambake is impossible to ignore but as a movie its a humorless disjointed mess,negative
if myers decides to make another austin powers movie maybe he should just stick with austin and dr evil,negative
the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,negative
too stupid to be satire too obviously hateful to be classified otherwise frank novaks irritating slice of lumpen life is as reliably soulkilling as its title is nearly meaningless,negative
overly stylized with lots of flash blackwhite freeze frames reminiscent of a pseudohip luxury car commercial its at its worst when its actually inside the ring,negative
what is captured during the conceptual process doesnt add up to a sufficient explanation of what the final dance work the selection became in its final form,negative
if this is satire its the smug and selfcongratulatory kind that lets the audience completely off the hook,negative
had the film boasted a clearer more memorable the creepiness would have gotten under the skin,negative
these people wouldnt know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance,negative
imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno,negative
it doesnt quite work but theres enough here to make us look forward to the russos next offering,negative
any film featuring young children threatened by a terrorist bomb can no longer pass as mere entertainment,negative
the directors twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship most notably wretched sound design,negative
about as satisfying and predictable as the fare at your local drive through,negative
apparently kissing leads to suicide attempts and tragic deaths marisa tomei is good but just a kiss is just a mess,negative
opens at a funeral ends on the protagonists death bed and doesnt get much livelier in the three hours in between,negative
the noble tradition of men in drag hits an alltime low in sorority boys whose makers apparently believe that womens clothing can cover up any deficiency in acting writing or direction,negative
to portray modern women the way director davis has done is just unthinkable,negative
too simple for its own good,negative
flaccid drama and exasperatingly slow journey,negative
a chaotic panorama thats too busy flying a lot of metaphoric flags,negative
suffers from rambling repetitive dialogue and the visual drabness endemic to digital video,negative
the screenplay sabotages the movies strengths at almost every juncture all the characters are stereotypes and their interaction is numbingly predictable,negative
a trashy exploitative thoroughly unpleasant experience,negative
newcomer helmer kevin donovan is hamstrung by a badly handled screenplay of what is really an amusing concept a hightech tux that transforms its wearer into a superman,negative
shouldnt have been allowed to use the word new in its title because theres not an original character siuation or joke in the entire movie,negative
often silly and gross but its rarely as moronic as some campus grossout films,negative
the advantage of a postapocalyptic setting is that it can be made on the cheap any rock pile will do for a set reign of fire has the disadvantage of also looking cheap,negative
its exactly what youd expect,negative
the performances are so leaden michael rymers direction is so bloodless and the dialogue is so corny that the audience laughs out loud,negative
a subtle variation on i spit on your grave in which our purported heroine pathologically avenges a hatred for men,negative
reggios trippy ambitious downer can also sometimes come across like nothing more than a glorified nike ad,negative
as tweedy talks about canning his stockbroker and repairing his pool you yearn for a few airborne tv sets or nude groupies on the nod to liven things up,negative
if somebody was bored and decided to make a dull pretentious version of jesus son theyd come up with something like bart freundlichs world traveler,negative
the best you can say about it is its so uninspired it barely gives one pause when considering some of the other dreck out there right now,negative
a tough go but leighs depth and rigor and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness offsets to a notable degree the films oftenmined and despairing milieu,negative
an overstuffed compendium of teencatholicmovie dogma,negative
too leisurely paced and visually drab for its own good it succeeds in being only sporadically amusing,negative
ben affleck as jack ryan tom clancys intrepid hero ridiculous whats next d j qualls as indiana jones or tom green as han solo,negative
eh,negative
the movies biggest offense is its complete and utter lack of tension,negative
the film is directed by wally wolodarsky from a script by joe jarvis and greg coolidge these are names to remember in order to avoid them in the future,negative
if this is the resurrection of the halloween franchise it would have been better off dead,negative
this formulaic chiller will do little to boost stallones career,negative
i saw knockaround guys yesterday and already the details have faded like photographs from the spanishamerican war its so unmemorable that it turned my ballpoint notes to invisible ink,negative
though avary has done his best to make something out of ellis nothing novel in the end his rules is barely worth following,negative
the average local news columnist has a bigger rant on the war between modern landscape architecture and smalltown america,negative
no worse than a lot of the crap weve been offered this summer and slightly better than men in black 2 as far as slapdash extraterrestrial comedies go,negative
the plot is so predictable and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the sunset,negative
at first the sight of a blind man directing a film is hilarious but as the film goes on the joke wears thin,negative
never again swings between false sentiment and unfunny madcap comedy and along the way expects the audience to invest in the central relationship as some kind of marriage of true minds,negative
the story itself is uninteresting and the songs are painfully undistinguished they might be giants so to be one of us may be the most tuneless tune ever composed,negative
este apenas mais um longo episdio do programa da mtv a nica diferena que desta vez a paramount teve o mau gosto de exibilo nos cinemas,negative
technically the film is about as interesting as an insurance commercial,negative
the titles lameness should clue you in on how bad the movie is,negative
the parts are better than the whole bizarre funny tragic like love in new york,negative
while the film shuns the glamour or glitz that an american movie might demand scherfig tosses us a romantic scenario that is just as simplistic as a hollywood production,negative
the humor is hinged on the belief that knees in the crotch elbows in the face and spit in the eye are inherently funny,negative
its a movie forged in the fires of chick flick hell,negative
its characters are thinner than cardboard or even comicbook paper,negative
any one episode of the sopranos would send this illconceived folly to sleep with the fishes,negative
feels like the grittiest movie that was ever made for the lifetime cable television network,negative
lanies professional success means she must be a failure at life because shes driven by ambition and doesnt know how to have fun,negative
credit must be given to harland williams michael rosenbaum and barry watson who inject far more goodnatured spirit and talent into this project than it deserves,negative
denzel washingtons efforts are sunk by all the sanctimony,negative
if this holiday movie is supposed to be a gift somebody unwrapped it early took out all the good stuff and left behind the crap literally,negative
so faithful to the doldrums of the notquiteurban notquitesuburban milieu as to have viewers recoiling from the reality check,negative
rambles on in a disjointed substandard fashion from one poorly executed action sequence to the next,negative
theres an audience for it but it could have been funnier and more innocent,negative
i can only imagine one thing worse than kevin spacey trying on an irish accent and thats sultry linda fiorentino doing the same thing,negative
an awkward and indigestible movie,negative
the movie has very little to offer besides unintentional laughs,negative
haneke keeps us at arms length guided more by intellect than heart his story flattens instead of sharpens,negative
all the wellmeaningness in the world cant erase the fact that the believer feels like a 12step program for the jewish nazi,negative
like most sequels it takes what worked last time repeats it and adds more characters more stunts more stuff in attempt to camouflage its sameness,negative
theres no way to sort out the mess in our heads and deconstruct where it all went wrong this is an hour and a half of daydreaming,negative
message movie or an actionpacked submarine spectacular alas its neither,negative
no movement no yuks not much of anything,negative
dragonfly is a movie about a bus wreck that turns into a film wreck,negative
thirty years ago it would have been groundbreaking now its just tired,negative
heavyhanded exercise in timevaulting literary pretension,negative
the movie is too cute to take itself too seriously but it still feels like it was made by some very stoned college students,negative
a thinly veiled excuse for wilson to play his selfdeprecating act against murphys wellhoned prima donna shtick,negative
a minor picture with a major identity crisis its sort of true and its sort of bogus and its hohum all the way through,negative
the movie succumbs to being nothing more than a formulaic chase in the dark,negative
plays as hollow catharsis with lots of tears but very little in the way of insights,negative
it will come as no surprise that the movie isnt scary but heres the real damn it isnt funny either,negative
quick who wants to see a comedy about shoddy airport security,negative
the reason i found myself finally unmoved by this film which is immaculately produced and has serious things to say is that it comes across rather too plainly as allegory,negative
what you get with empire is a movie youve seen many times before repackaged as new material because there is a latino in the lead,negative
chos fans are sure to be entertained its only fair in the interest of full disclosure to say that on the basis of this film alone im not one of them,negative
looks awfully like one long tourist spot for a mississippi that may never have existed outside of a scriptwriters imagination,negative
the period swinging london in the time of the mods and the rockers gets the onceover once again in gangster no 1 but falls apart long before the end,negative
high crimes miscasts nearly every leading character,negative
the overall feel of the film is pretty cheesy but theres still a real sense that the star trek tradition has been honored as best it can given the embarrassing script and weak direction,negative
de niro looks bored murphy recycles murphy and you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal,negative
i didnt believe for a moment in these villains or their plot,negative
another rent installment for the ian fleming estate,negative
with danilo donatis witty designs and dante spinottis luscious cinematography this might have made a decent childrens movie if only benigni hadnt insisted on casting himself in the title role,negative
so lazy and slipshod it confuses the mere flashing of kinky softcore imagery with naughty fun,negative
though it draws several decent laughs its lowcal woody at best,negative
has little on its mind aside from scoring points with drag gags,negative
britneys performance cannot be faulted lucys a dull girl thats all,negative
the kid stays in the picture is a great story terrifically told by the man who wrote it but this cliff notes edition is a cheat,negative
wellshot but badly written tale set in a future ravaged by dragons,negative
sadly hewitts forte is leaning forward while wearing lowcut gowns not making snappy comebacks,negative
if melville is creatively a great whale this film is canned tuna,negative
this film is so slick superficial and trendhoppy that its easy to imagine that a new software program spit out the screenplay,negative
just one more collection of penis breast and flatulence gags in search of a story or a profit or some damn thing,negative
the acting is stiff the story lacks all trace of wit the sets look like they were borrowed from gilligans island and the cgi scooby might well be the worst specialeffects creation of the year,negative
enough trivializes an important crisis reduces it to an almost comic embarrassment,negative
the makers have forsaken the entertaining elements of the original and instead rehash old jokes and leave any life at the doorstep i like frank the pug though,negative
a restrained ribisi convinces as an italian though if ever a movie needed one of the actors whiny jags to pump it up this has to be among the rare ones,negative
gee a second assassin shot kennedy moot point,negative
a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face,negative
needless to say the dramatics that follow are utter hooey,negative
the problem is that rather than dramatizing this premise mr desplechin is content to state it,negative
madonna still cant act a lick,negative
even the imaginative gore cant hide the musty scent of todd farmers screenplay which is a simple retread of the 1979 alien with a plucky heroine battling a monster loose in a spaceship,negative
if you pitch your expectations at an all time low you could do worse than this oddly cheerful but not particularly funny bodyswitching farce,negative
the episodic film makes valid points about the depersonalization of modern life but the characters tend to be cliches whose lives are never fully explored,negative
serry does a fine job of capturing the climate of the times and perhaps unwittingly relating it to what is happening in america in 2002 but hardtobelieve plot twists force the movie off track in its final half hour,negative
dont let your festive spirit go this far,negative
though the book runs only about 300 pages it is so densely packed that even an ambitious adaptation and elaborate production like mr schepisis seems skimpy and unclear,negative
hey at least the title of this film lets you know exactly where its heading,negative
intended to be a comedy about relationships this wretched work falls flat in just about every conceivable area,negative
sensitive though not quite revelatory documentary,negative
director brian levant who never strays far from his sitcom roots skates blithely from one implausible situation to another pausing only to tie up loose ends with more bows than youll find on a french poodle,negative
perhaps the heaviest most joyless movie ever made about giant dragons taking over the world,negative
suggests puns about ingredients and soup and somebody being off their noodle but lets just say the ingredients dont quite add up to a meal,negative
id give real money to see the perpetrators of chicago torn apart by dingoes,negative
movies like this are selling the old european candor the old wink of bold revelation but in 2002 such revelations wilt,negative
the timing in nearly every scene seems a half beat off,negative
i admire it and yet cannot recommend it because it overstays its natural running time,negative
a fairly bythebooks blend of action and romance with sprinklings of intentional and unintentional comedy,negative
flounders due to the general sense that no two people working on the production had exactly the same thing in mind,negative
even if you feel like youve seen this movie a thousand times before it is kind of enjoyable thanks mainly to belushis easygoing likableness,negative
the story bogs down in a mess of purposeless violence,negative
despite some gulps the film is a fuzzy huggy,negative
mckay deflates his piece of puffery with a sour cliche and heavy doses of meanspiritedness,negative
a recipe for cinematic disaster part quentin tarantino part guy ritchie and part 1960s spy spoof its all bad,negative
the cumulative effect of the relentless horror on parade numbs the movies power as a work of drama,negative
another big dumb action movie in the vein of xxx the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through,negative
aaliyah rarely dampens her diva persona enough to spark genuine chemistry with townsend when she speaks her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music,negative
outrageousness is all plympton seemed to be going for this time we miss the quirky amazement that used to come along for an integral part of the ride,negative
much of what is meant to be inspirational and uplifting is simply distasteful to audiences not already sharing the movies mindset,negative
well before its over beijing bicycle begins spinning its wheels,negative
home alone goes hollywood a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do besides real movie producers arent this nice,negative
nelsons movie about morally compromised figures leaves viewers feeling compromised unable to find their way out of the fog and the ashes,negative
passion lipsynching tragedy and lots of really really high notes for me this opera isnt a favorite so its a long time before the fat lady sings,negative
looks like a high school film project completed the day before it was due,negative
truth to tell if youve seen more than halfadozen horror films theres nothing here you havent seen before,negative
abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists,negative
even diehard fans of japanese animation will find this one a challenge,negative
filmmakers have to dig deep to sink this low fortunately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,negative
the movie gets muted and routine,negative
the issue of faith is not explored very deeply,negative
its a bad sign when youre rooting for the film to hurry up and get to its subjects deaths just so the documentary will be over but its indicative of how uncompelling the movie is unless it happens to cover your particular area of interest,negative
the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels,negative
its frustrating to see these guys who are obviously pretty clever waste their talent on parodies of things they probably thought were funniest when they were high,negative
i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness,negative
k19 may not hold a lot of water as a submarine epic but it holds even less when it turns into an elegiacally soggy saving private ryanovich,negative
a very stylish but ultimately extremely silly tale a slick piece of nonsense but nothing more,negative
automatically pegs itself for the straighttovideo scifi rental shelf,negative
blackandwhite and unrealistic,negative
the film is like a series of beginnings and middles that never take off,negative
feels less like its about teenagers than it was written by teenagers,negative
ja rule and kurupt should have gotten to rap it would have benefitted the dialogue,negative
a standard haunted house tale transplanted to the high seas,negative
elicits more groans from the audience than jar jar binks scrappy doo and scooby dumb all wrapped up into one,negative
its badly acted blandly directed and could have been scripted by someone who just graduated from elementary school,negative
in the end white oleander isnt an adaptation of a novel its a flashy starsplashed reduction,negative
this film starring anthony hopkins and chris rock is your typical fish out of water story youve seen them a million times just one problem fish out of water usually die this one does,negative
the angstridden affluent slacker characters are more grating than engaging,negative
a soggy shapeless mess just a dumb excuse for a waterlogged equivalent of a hauntedhouse movie,negative
men in black ii has sequelitis something fierce an ungainly comedydeficient bmovie rush job,negative
a combination of standard stiff tvstyle animation and snazzylooking digital effects that do little to disguise the fact that the characters barely move,negative
an unsatisfying hybrid of blair witch and typical stalkandslash fare where the most conservative protagonist is always the last one living,negative
say this for the soundtrack it drowns out the lousy dialogue,negative
after seeing swept away i feel sorry for madonna,negative
instead of kicking off the intrigue and suspense and mystery of the whole thing harts war like the st louis rams in the super bowl waits until after halftime to get started,negative
twobit potboiler,negative
a gob of drivel so sickly sweet even the eager consumers of moores pasteurized ditties will retch it up like rancid crme brle,negative
maudlin and melodramatic we expected boring we didnt,negative
never quite transcends jokester status and the punchline doesnt live up to barrys deadeyed perfectly chilled delivery,negative
the films bathos often overwhelms what could have been a more multifaceted look at this interesting time and place,negative
it almost plays like solaris but with guns and jokes,negative
a baffling misfire and possibly the weakest movie woody allen has made in the last twenty years,negative
it wont be long before youll spy i spy at a video store near you,negative
this film looks like it was produced in 1954 shelved for 48 years and repackaged for a 2002 audience,negative
propelled not by characters but by caricatures,negative
there is not an ounce of honesty in the entire production,negative
this extremely unfunny film clocks in at 80 minutes but feels twice as long,negative
earnest but earthbound a slow soggy soporific visually dank crime study that would be more at home on the small screen but for its stellar cast,negative
the pivotal narrative point is so ripe the film cant help but go soft and stinky,negative
for all its alleged youthful fire xxx is no less subservient to bonds tired formula of guns girls and gadgets while brandishing a new action hero,negative
a predictable and stereotypical little bmovie,negative
if i spy were funny enough or exciting enough then it would be fairly simple to forgive the financial extortion its trying to reap from the moviegoing public,negative
frustratingly dridi tells us nothing about el gallo other than what emerges through his music,negative
places a slightly believable love triangle in a difficulttoswallow setting and then disappointingly moves the story into the realm of an improbable thriller,negative
stephen earnharts documentary is a decomposition of healthy eccentric inspiration and ambition wearing a cloak of unsentimental straightforward text when its really an exercise in gross romanticization of the delusional personality type,negative
a very average science fiction film,negative
undone by its overly complicated and derivative screenplay the glacierpaced direction and the stereotypical characters,negative
how anyone over the age of 2 can stomach the touchyfeely message this preachy produce promotes is beyond us,negative
the sort of movie that gives tastelessness a bad rap,negative
the cold and dreary weather is a perfect metaphor for the movie itself which contains few laughs and not much drama,negative
the plot is straight off the shelf the performances are television caliber and the message of providing solace through deception is a little creepy,negative
ordinary melodrama that is heavy on religious symbols but waferthin on dramatic substance,negative
a whimsical if predictable timetravel fable marred by a willful singlemindedness,negative
those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85minute brushup course with the documentary derrida or you can do something fun tonight,negative
jolies performance vanishes somewhere between her hair and her lips,negative
as with too many studio pics plot mechanics get in the way of what should be the lighterthanair adventure,negative
static repetitive muddy and blurry hey arnold would seem to have a lock on the title of ugliest movie of the year,negative
